worker_id,paid,task_name,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,document_id,document_index,Reliability_value,Reliability_label,Reliability_index,Reliability_description,Neutrality_value,Neutrality_label,Neutrality_index,Neutrality_description,Precision_value,Precision_label,Precision_index,Precision_description,Completeness_value,Completeness_label,Completeness_index,Completeness_description,Informativeness_value,Informativeness_label,Informativeness_index,Informativeness_description,Confidence_value,Confidence_justification,time_start,time_end,time_elapsed,time_start_parsed,time_end_parsed,accesses,global_outcome,global_form_validity,gold_checks,time_spent_check
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,1,Next,"Tue, 16 Jan 2024 17:38:13 GMT",2024-01-16 17:38:13 00:00,B001DYVHY0,1,2,-completely-agree:,4.0,the review is entirely reliable and considered trustworthy,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,1,partially-agree:,3.0,"the review is mostly informative, offering relevant details",90,"Questa recensione è molto precisa, presenta aggiunte che potrebbeero essere patchate e non sembra presentare bias",1705426369.91,1705426693.17,323.26,2024-01-16 17:32:49,2024-01-16 17:38:13,1,True,True,True,True
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,1,Next,"Tue, 16 Jan 2024 17:44:10 GMT",2024-01-16 17:44:10 00:00,B00PNVOBTC,2,0,neutral:,2.0,the review's reliability cannot be definitively determined,0,neutral:,2.0,the neutrality of the review cannot be definitively determined,0,neutral:,2.0,the review's precision cannot be definitively determined,-1,partially-disagree:,1.0,"the review includes some details, but overall, it is incomplete",0,neutral:,2.0,the informativeness of the review cannot be definitively determined,55,"Questa recensione sembra non essere completa, ma non saprei decidere inoltre l'uso dell'uppercase è fastidioso",1705426693.17,1705427050.04,356.87,2024-01-16 17:38:13,2024-01-16 17:44:10,1,True,True,True,True
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,1,Next,"Tue, 16 Jan 2024 17:47:09 GMT",2024-01-16 17:47:09 00:00,B0029MAXR2,3,1,partially-agree:,3.0,the review is mostly reliable,0,neutral:,2.0,the neutrality of the review cannot be definitively determined,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,1,partially-agree:,3.0,"the review is mostly informative, offering relevant details",81,Questa recensione è fatta per presentare i difetti di questa verisione del gioco.,1705427050.04,1705427229.01,178.97,2024-01-16 17:44:10,2024-01-16 17:47:09,1,True,True,True,True
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,1,Finish,"Tue, 16 Jan 2024 17:49:49 GMT",2024-01-16 17:49:49 00:00,B00QTSR5GO,4,1,partially-agree:,3.0,the review is mostly reliable,0,neutral:,2.0,the neutrality of the review cannot be definitively determined,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,1,partially-agree:,3.0,"the review is mostly informative, offering relevant details",87,"Questa recensione è completa per essere breve, sembra esserci un po di bias",1705427229.01,1705427388.96,159.96,2024-01-16 17:47:09,2024-01-16 17:49:48,1,True,True,True,True
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,1,Next,"Tue, 16 Jan 2024 15:17:46 GMT",2024-01-16 15:17:46 00:00,B005ZNWT4C,0,1,partially-agree:,3.0,the review is mostly reliable,-2,-completely-disagree:,0.0,"the review is highly subjective or biased, providing unreliable information",1,partially-agree:,3.0,"the review is mostly precise, with some specific details",0,neutral:,2.0,the completeness of the review cannot be definitively determined,-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",45.0,Nel complesso la descrizione anche se molto personale mi da un buon senso di sicurezza,1705417693.8,1705418266.19,572.39,2024-01-16 15:08:13,2024-01-16 15:17:46,1,True,True,True,True
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,1,Next,"Tue, 16 Jan 2024 15:28:39 GMT",2024-01-16 15:28:39 00:00,B01G6LXXWI,1,0,neutral:,2.0,the review's reliability cannot be definitively determined,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,0,neutral:,2.0,the informativeness of the review cannot be definitively determined,54.0,"La descrizione del prodotto sembra fatta da una persona che ne si intende, e ciò mi da un senso di sicurezza abbastanza alto.",1705418266.19,1705418919.63,653.44,2024-01-16 15:17:46,2024-01-16 15:28:39,1,True,True,True,True
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,1,Next,"Tue, 16 Jan 2024 15:32:35 GMT",2024-01-16 15:32:35 00:00,B0041RUM0Q,2,1,partially-agree:,3.0,the review is mostly reliable,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,2,-completely-agree:,4.0,the review is entirely precise and considered trustworthy,1,partially-agree:,3.0,the review is mostly complete in providing necessary details,2,-completely-agree:,4.0,"the review is entirely informative, delivering a comprehensive and detailed analysis",97.0,La descrizione è stata molto dettagliata e descrittiva e mi ha fornito un senso elevato di sicurezza,1705418919.63,1705419155.86,236.23,2024-01-16 15:28:39,2024-01-16 15:32:35,1,True,True,True,True
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,1,Next,"Tue, 16 Jan 2024 15:34:16 GMT",2024-01-16 15:34:16 00:00,B00006JN5L,3,-2,-completely-disagree:,0.0,the review provides unreliable or untrustworthy information,-2,-completely-disagree:,0.0,"the review is highly subjective or biased, providing unreliable information",-2,-completely-disagree:,0.0,the review provides imprecise and vague information,-2,-completely-disagree:,0.0,"the review is deficient in crucial details, presenting an incomplete overview",-2,-completely-disagree:,0.0,"the review lacks informative content, providing insufficient details",1.0,"La descrizione di questo prodotto non mi da per niente nessun senso di sicurezza, perché vaga e senza nessuna motivazione",1705419155.86,1705419256.26,100.39,2024-01-16 15:32:35,2024-01-16 15:34:16,1,True,True,True,True
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,1,Finish,"Tue, 16 Jan 2024 15:36:55 GMT",2024-01-16 15:36:55 00:00,B003TO59D2,4,-2,-completely-disagree:,0.0,the review provides unreliable or untrustworthy information,-2,-completely-disagree:,0.0,"the review is highly subjective or biased, providing unreliable information",-2,-completely-disagree:,0.0,the review provides imprecise and vague information,-2,-completely-disagree:,0.0,"the review is deficient in crucial details, presenting an incomplete overview",-2,-completely-disagree:,0.0,"the review lacks informative content, providing insufficient details",2.0,"Non è considerabile una descrizione di un prodotto, e non fa nutrire nessun senso di fiducia nei sui confronti",1705419256.26,1705419415.69,159.43,2024-01-16 15:34:16,2024-01-16 15:36:55,1,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:20:46 GMT",2024-01-16 18:20:46 00:00,B0002KMHD6,0,0,neutral:,2.0,the review's reliability cannot be definitively determined,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,0,neutral:,2.0,the informativeness of the review cannot be definitively determined,60,"Penso che la recensione, per quanto riguarda determinati aspetti, sia contrastante",1705428799.36,1705429246.76,447.4,2024-01-16 18:13:19,2024-01-16 18:20:46,1,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Back,"Tue, 16 Jan 2024 18:22:51 GMT",2024-01-16 18:22:51 00:00,B015XC3B46,1,1,partially-agree:,3.0,the review is mostly reliable,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,0,neutral:,2.0,the review's precision cannot be definitively determined,-1,partially-disagree:,1.0,"the review includes some details, but overall, it is incomplete",-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",74,La recensione mette in luce soprattutto gli aspetti negativi,1705429246.76,1705429371.82,125.06,2024-01-16 18:20:46,2024-01-16 18:22:51,1,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:22:56 GMT",2024-01-16 18:22:56 00:00,B0002KMHD6,0,0,neutral:,2.0,the review's reliability cannot be definitively determined,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",1,partially-agree:,3.0,the review is mostly complete in providing necessary details,0,neutral:,2.0,the informativeness of the review cannot be definitively determined,60,"Penso che la recensione, per quanto riguarda determinati aspetti, sia contrastante",1705428799.36,1705429246.76,451.63,2024-01-16 18:13:19,2024-01-16 18:20:46,2,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:23:06 GMT",2024-01-16 18:23:06 00:00,B015XC3B46,1,1,partially-agree:,3.0,the review is mostly reliable,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,0,neutral:,2.0,the review's precision cannot be definitively determined,-1,partially-disagree:,1.0,"the review includes some details, but overall, it is incomplete",-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",74,La recensione mette in luce soprattutto gli aspetti negativi del prodotto,1705429246.76,1705429371.82,135.61,2024-01-16 18:20:46,2024-01-16 18:22:51,2,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Back,"Tue, 16 Jan 2024 18:25:12 GMT",2024-01-16 18:25:12 00:00,B00PNVOBTC,2,-1,partially-disagree:,1.0,the review has some unreliable information,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,-1,partially-disagree:,1.0,the review contains some imprecise details and vagueness,-2,-completely-disagree:,0.0,"the review is deficient in crucial details, presenting an incomplete overview",-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",68,La recensione mette in luce solo alcuni aspetti ed é scritta piuttosto male,1705429386.61,1705429512.07,125.46,2024-01-16 18:23:06,2024-01-16 18:25:12,1,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:25:16 GMT",2024-01-16 18:25:16 00:00,B015XC3B46,1,1,partially-agree:,3.0,the review is mostly reliable,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,0,neutral:,2.0,the review's precision cannot be definitively determined,-1,partially-disagree:,1.0,"the review includes some details, but overall, it is incomplete",-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",74,La recensione mette in luce soprattutto gli aspetti negativi del prodotto,1705429246.76,1705429371.82,139.79,2024-01-16 18:20:46,2024-01-16 18:22:51,3,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:25:17 GMT",2024-01-16 18:25:17 00:00,B00PNVOBTC,2,-1,partially-disagree:,1.0,the review has some unreliable information,1,partially-agree:,3.0,the review is mostly expressed in objective terms but may have some subjective elements,-1,partially-disagree:,1.0,the review contains some imprecise details and vagueness,-2,-completely-disagree:,0.0,"the review is deficient in crucial details, presenting an incomplete overview",-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",68,La recensione mette in luce solo alcuni aspetti ed é scritta piuttosto male,1705429386.61,1705429512.07,126.4,2024-01-16 18:23:06,2024-01-16 18:25:12,2,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Next,"Tue, 16 Jan 2024 18:27:16 GMT",2024-01-16 18:27:16 00:00,B0041RUM0Q,3,2,-completely-agree:,4.0,the review is entirely reliable and considered trustworthy,2,-completely-agree:,4.0,"the review is entirely neutral, expressed objectively without bias",2,-completely-agree:,4.0,the review is entirely precise and considered trustworthy,2,-completely-agree:,4.0,the review provides a comprehensive overview,1,partially-agree:,3.0,"the review is mostly informative, offering relevant details",84,La recensione é fatta bene e tocca tutti gli aspetti postivi e negativi del prodottp,1705429517.19,1705429636.88,119.69,2024-01-16 18:25:17,2024-01-16 18:27:16,1,True,True,True,True
T4MEORG9STZITP,True,task1,batch1,unit_10,1,1,Finish,"Tue, 16 Jan 2024 18:29:15 GMT",2024-01-16 18:29:15 00:00,B001DYVHY0,4,0,neutral:,2.0,the review's reliability cannot be definitively determined,-1,partially-disagree:,1.0,the review has some elements of neutrality but also contains subjective or biased expressions,1,partially-agree:,3.0,"the review is mostly precise, with some specific details",0,neutral:,2.0,the completeness of the review cannot be definitively determined,-1,partially-disagree:,1.0,"the review has some informative elements, but overall, it is not fully detailed",73,La recensione é espressa da un punto di vista troppo personale,1705429636.88,1705429754.7,117.82,2024-01-16 18:27:16,2024-01-16 18:29:14,1,True,True,True,True
